,date,color -- streamlit-generated,value -- streamlit-generated
525,2023-06-11T00:00:00.000,observed,7340543.999999999
526,2023-06-12T00:00:00.000,observed,5921856.000000001
527,2023-06-13T00:00:00.000,observed,5469984
528,2023-06-14T00:00:00.000,observed,4829760
529,2023-06-15T00:00:00.000,observed,5132160
530,2023-06-16T00:00:00.000,observed,5650560.000000001
531,2023-06-17T00:00:00.000,observed,5046624
532,2023-06-18T00:00:00.000,observed,4758048
533,2023-06-19T00:00:00.000,observed,4557600
534,2023-06-20T00:00:00.000,observed,4196448
535,2023-06-21T00:00:00.000,observed,4925664
536,2023-06-22T00:00:00.000,observed,3719519.9999999995
537,2023-06-23T00:00:00.000,observed,2948832
538,2023-06-24T00:00:00.000,observed,2585088
539,2023-06-25T00:00:00.000,observed,2801088
540,2023-06-26T00:00:00.000,observed,4023648
541,2023-06-27T00:00:00.000,observed,3223584
542,2023-06-28T00:00:00.000,observed,6407424
543,2023-06-29T00:00:00.000,observed,10647072
544,2023-06-30T00:00:00.000,observed,132715584
545,2023-07-01T00:00:00.000,observed,176111712
546,2023-07-02T00:00:00.000,observed,54125280.00000001
547,2023-07-03T00:00:00.000,observed,151714080
548,2023-07-04T00:00:00.000,observed,45382464
549,2023-07-05T00:00:00.000,observed,28024704
550,2023-07-06T00:00:00.000,observed,20989152
551,2023-07-07T00:00:00.000,observed,30652991.999999996
552,2023-07-08T00:00:00.000,observed,29811456
553,2023-07-09T00:00:00.000,observed,91993536
554,2023-07-10T00:00:00.000,observed,189474335.99999997
555,2023-07-11T00:00:00.000,observed,49171968
556,2023-07-12T00:00:00.000,observed,28683072
557,2023-07-13T00:00:00.000,observed,20737728
558,2023-07-14T00:00:00.000,observed,16344287.999999998
559,2023-07-15T00:00:00.000,observed,13208832
560,2023-07-16T00:00:00.000,observed,11460960
561,2023-07-17T00:00:00.000,observed,9908352
562,2023-07-18T00:00:00.000,observed,9516960
563,2023-07-19T00:00:00.000,observed,10249632
564,2023-07-20T00:00:00.000,observed,9774432
565,2023-07-21T00:00:00.000,observed,7984224
566,2023-07-22T00:00:00.000,observed,7574688
567,2023-07-23T00:00:00.000,observed,6305472
568,2023-07-24T00:00:00.000,observed,6908543.999999999
569,2023-07-25T00:00:00.000,observed,8309088
570,2023-07-26T00:00:00.000,observed,7572096
571,2023-07-27T00:00:00.000,observed,5879520
572,2023-07-28T00:00:00.000,observed,4988736
573,2023-07-29T00:00:00.000,observed,4370976
574,2023-07-30T00:00:00.000,observed,4605984
575,2023-07-31T00:00:00.000,observed,4339872
576,2023-08-01T00:00:00.000,observed,4026240
577,2023-08-02T00:00:00.000,observed,3735936
578,2023-08-03T00:00:00.000,observed,3436128.0000000005
579,2023-08-04T00:00:00.000,observed,3367871.9999999995
580,2023-08-05T00:00:00.000,observed,3150144
581,2023-08-06T00:00:00.000,observed,3018816
582,2023-08-07T00:00:00.000,observed,3514752
583,2023-08-08T00:00:00.000,observed,3996000
584,2023-08-09T00:00:00.000,observed,12042432
585,2023-08-10T00:00:00.000,observed,15687648
586,2023-08-11T00:00:00.000,observed,5573664
587,2023-08-12T00:00:00.000,observed,4819392
588,2023-08-13T00:00:00.000,observed,3857760
589,2023-08-14T00:00:00.000,observed,3399840
590,2023-08-15T00:00:00.000,observed,3075840
591,2023-08-16T00:00:00.000,observed,3090528.0000000005
592,2023-08-17T00:00:00.000,observed,6064416
593,2023-08-18T00:00:00.000,observed,5389632
594,2023-08-19T00:00:00.000,observed,4089312
595,2023-08-20T00:00:00.000,observed,3099168
596,2023-08-21T00:00:00.000,observed,3132000
597,2023-08-22T00:00:00.000,observed,2862432
598,2023-08-23T00:00:00.000,observed,3128544
599,2023-08-24T00:00:00.000,observed,3084480.0000000005
600,2023-08-25T00:00:00.000,observed,4442688
601,2023-08-26T00:00:00.000,observed,3422304
602,2023-08-27T00:00:00.000,observed,3729023.9999999995
603,2023-08-28T00:00:00.000,observed,3479328.0000000005
604,2023-08-29T00:00:00.000,observed,3748032
605,2023-08-30T00:00:00.000,observed,2919456
606,2023-08-31T00:00:00.000,observed,3504384
607,2023-09-01T00:00:00.000,observed,3481919.9999999995
608,2023-09-02T00:00:00.000,observed,3012768
609,2023-09-03T00:00:00.000,observed,2750976
610,2023-09-04T00:00:00.000,observed,2600640
611,2023-09-05T00:00:00.000,observed,2477088
612,2023-09-06T00:00:00.000,observed,2581632
613,2023-09-07T00:00:00.000,observed,2501280
614,2023-09-08T00:00:00.000,observed,2453760
615,2023-09-09T00:00:00.000,observed,2346624
616,2023-09-10T00:00:00.000,observed,2473632
617,2023-09-11T00:00:00.000,observed,2670624
618,2023-09-12T00:00:00.000,observed,2801952
619,2023-09-13T00:00:00.000,observed,2449440
620,2023-09-14T00:00:00.000,observed,2654208
621,2023-09-15T00:00:00.000,observed,2508192
622,2023-09-16T00:00:00.000,observed,2333664
623,2023-09-17T00:00:00.000,observed,2190240
624,2023-09-18T00:00:00.000,observed,2156544
625,2023-09-19T00:00:00.000,observed,2188512
626,2023-09-20T00:00:00.000,observed,2200608
627,2023-09-21T00:00:00.000,observed,2365632
628,2023-09-22T00:00:00.000,observed,2369952
629,2023-09-23T00:00:00.000,observed,2395872
630,2023-09-24T00:00:00.000,observed,2259360
631,2023-09-25T00:00:00.000,observed,2207520
632,2023-09-26T00:00:00.000,observed,2299968
633,2023-09-27T00:00:00.000,observed,2232576
634,2023-09-28T00:00:00.000,observed,2164320
635,2023-09-29T00:00:00.000,observed,2206656
636,2023-09-30T00:00:00.000,observed,2172096
637,2023-10-01T00:00:00.000,observed,2179872
638,2023-10-02T00:00:00.000,observed,2144448
639,2023-10-03T00:00:00.000,observed,2264544
640,2023-10-04T00:00:00.000,observed,2400192
641,2023-10-05T00:00:00.000,observed,2479680
642,2023-10-06T00:00:00.000,observed,2420064
643,2023-10-07T00:00:00.000,observed,2466720
644,2023-10-08T00:00:00.000,observed,2751840
645,2023-10-09T00:00:00.000,observed,2784671.9999999995
646,2023-10-10T00:00:00.000,observed,2528928
647,2023-10-11T00:00:00.000,observed,2389824
648,2023-10-12T00:00:00.000,observed,2552256
649,2023-10-13T00:00:00.000,observed,2522016
650,2023-10-14T00:00:00.000,observed,2502144
651,2023-10-15T00:00:00.000,observed,2496096
652,2023-10-16T00:00:00.000,observed,2478816
653,2023-10-17T00:00:00.000,observed,2434752
654,2023-10-18T00:00:00.000,observed,2479680
655,2023-10-19T00:00:00.000,observed,2544480
656,2023-10-20T00:00:00.000,observed,2728512
657,2023-10-21T00:00:00.000,observed,2593728
658,2023-10-22T00:00:00.000,observed,2530656
659,2023-10-23T00:00:00.000,observed,2535840
660,2023-10-24T00:00:00.000,observed,2656800
661,2023-10-25T00:00:00.000,observed,2550528
662,2023-10-26T00:00:00.000,observed,2438208
663,2023-10-27T00:00:00.000,observed,2511648
664,2023-10-28T00:00:00.000,observed,2554848
665,2023-10-29T00:00:00.000,observed,2633472
666,2023-10-30T00:00:00.000,observed,2500416
667,2023-10-31T00:00:00.000,observed,2566944
668,2023-11-01T00:00:00.000,observed,2576448
669,2023-11-02T00:00:00.000,observed,2628288
670,2023-11-03T00:00:00.000,observed,2606688
671,2023-11-04T00:00:00.000,observed,2606688
672,2023-11-05T00:00:00.000,observed,2606688
673,2023-11-06T00:00:00.000,observed,2633472
674,2023-11-07T00:00:00.000,observed,2548800
675,2023-11-08T00:00:00.000,observed,2639520
676,2023-11-09T00:00:00.000,observed,2609280
677,2023-11-10T00:00:00.000,observed,2623968
678,2023-11-11T00:00:00.000,observed,2622240
679,2023-11-12T00:00:00.000,observed,2748384
680,2023-11-13T00:00:00.000,observed,2757888
681,2023-11-14T00:00:00.000,observed,2670624
682,2023-11-15T00:00:00.000,observed,2839104
683,2023-11-16T00:00:00.000,observed,2814048
684,2023-11-17T00:00:00.000,observed,2841696
685,2023-11-18T00:00:00.000,observed,2819232
686,2023-11-19T00:00:00.000,observed,2780352
687,2023-11-20T00:00:00.000,observed,2668896
688,2023-11-21T00:00:00.000,observed,2648160
689,2023-11-22T00:00:00.000,observed,2787264
690,2023-11-23T00:00:00.000,observed,2830464
691,2023-11-24T00:00:00.000,observed,2830464
692,2023-11-25T00:00:00.000,observed,2782080.0000000005
693,2023-11-26T00:00:00.000,observed,2762208
694,2023-11-27T00:00:00.000,observed,2780352
695,2023-11-28T00:00:00.000,observed,2871936
696,2023-11-29T00:00:00.000,observed,2807136
697,2023-11-30T00:00:00.000,observed,2777760
698,2023-12-01T00:00:00.000,observed,2757888
699,2023-12-02T00:00:00.000,observed,2717280
700,2023-12-03T00:00:00.000,observed,2788992
701,2023-12-04T00:00:00.000,observed,2846016
702,2023-12-05T00:00:00.000,observed,2848608
703,2023-12-06T00:00:00.000,observed,2823552
704,2023-12-07T00:00:00.000,observed,2805408
705,2023-12-08T00:00:00.000,observed,2830464
706,2023-12-09T00:00:00.000,observed,2820960
707,2023-12-10T00:00:00.000,observed,2832192
708,2023-12-11T00:00:00.000,observed,2900448
709,2023-12-12T00:00:00.000,observed,2915136
710,2023-12-13T00:00:00.000,observed,2830464
711,2023-12-14T00:00:00.000,observed,2816640
712,2023-12-15T00:00:00.000,observed,2830464
713,2023-12-16T00:00:00.000,observed,2858112
714,2023-12-17T00:00:00.000,observed,2769119.9999999995
715,2023-12-18T00:00:00.000,observed,2795904
716,2023-12-19T00:00:00.000,observed,2866752
717,2023-12-20T00:00:00.000,observed,2883168
718,2023-12-21T00:00:00.000,observed,2862432
719,2023-12-22T00:00:00.000,observed,2791584
720,2023-12-23T00:00:00.000,observed,2791584
721,2023-12-24T00:00:00.000,observed,2769119.9999999995
722,2023-12-25T00:00:00.000,observed,2801088
723,2023-12-26T00:00:00.000,observed,2755296
724,2023-12-27T00:00:00.000,observed,2749248
725,2023-12-28T00:00:00.000,observed,2737152
726,2023-12-29T00:00:00.000,observed,2750976
727,2023-12-30T00:00:00.000,observed,2848608
